,lat,lon,activity
159,-43.59013228677213,172.56418788805604,activity_21767060640.gpx
160,-43.59014494344592,172.5642192363739,activity_21767060640.gpx
161,-43.59015667811036,172.56424387916923,activity_21767060640.gpx
162,-43.59016095288098,172.56426634266973,activity_21767060640.gpx
163,-43.590172519907355,172.56430531851947,activity_21767060640.gpx
164,-43.59018257819116,172.56434194743633,activity_21767060640.gpx
165,-43.59018827788532,172.5643688533455,activity_21767060640.gpx
166,-43.59019632451236,172.5643973518163,activity_21767060640.gpx
167,-43.590205796062946,172.5644280295819,activity_21767060640.gpx
168,-43.59021191485226,172.5644483976066,activity_21767060640.gpx
169,-43.590218368917704,172.56447756662965,activity_21767060640.gpx
170,-43.5902254935354,172.56451478227973,activity_21767060640.gpx
171,-43.59022490680218,172.56454093381763,activity_21767060640.gpx
172,-43.590221889317036,172.56457395851612,activity_21767060640.gpx
173,-43.590225242078304,172.56461427547038,activity_21767060640.gpx
174,-43.59023253433406,172.5646436959505,activity_21767060640.gpx
175,-43.59023639000952,172.56466791965067,activity_21767060640.gpx
176,-43.59024150297046,172.56470429711044,activity_21767060640.gpx
177,-43.590242927893996,172.56473070010543,activity_21767060640.gpx
178,-43.59024066478014,172.5647549238056,activity_21767060640.gpx
179,-43.59024410136044,172.56479172036052,activity_21767060640.gpx
180,-43.59024854376912,172.56482239812613,activity_21767060640.gpx
181,-43.59024493955076,172.56485223770142,activity_21767060640.gpx
182,-43.59025181271136,172.56489641033113,activity_21767060640.gpx
183,-43.590254578739405,172.56492901593447,activity_21767060640.gpx
184,-43.59025089070201,172.56495583802462,activity_21767060640.gpx
185,-43.59025474637747,172.56499473005533,activity_21767060640.gpx
186,-43.59025885351002,172.56502775475383,activity_21767060640.gpx
187,-43.5902532376349,172.56505575031042,activity_21767060640.gpx
188,-43.59025491401553,172.5650948099792,activity_21767060640.gpx
189,-43.590258434414864,172.56513353437185,activity_21767060640.gpx
190,-43.590258015319705,172.5651582609862,activity_21767060640.gpx
191,-43.59026019461453,172.5651857536286,activity_21767060640.gpx
192,-43.59026849269867,172.56521852687,activity_21767060640.gpx
193,-43.59026790596545,172.5652481149882,activity_21767060640.gpx
194,-43.59026312828064,172.56528172641993,activity_21767060640.gpx
195,-43.59027276746929,172.5653181038797,activity_21767060640.gpx
